Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.19-192.168.1.20-2404-49732-6,192.168.1.20,49732,192.168.1.19,2404,6,28/04/2020 09:25:14 PM,119838136,12,13,72.0,128.0,6.0,6.0,6.0,0.0,16.0,6.0,9.846153846153848,5.063696835418333,1.6689178142757493,0.20861472678446866,4993255.666666666,6896804.382265971,21009992.0,462.0,108013221.0,9819383.727272727,8127995.580997262,21015352.0,1011038.0,119838136.0,9986511.333333332,7305825.2443984635,21009992.0,213839.0,0,1,0,0,240,260,0.10013506885654497,0.1084796579279237,6.0,16.0,7.923076923076924,4.019184762342501,16.153846153846146,0,0,0,1,1,0,0,0,1.0,8.24,6.0,9.846153846153848,0,0,0,0,0,0,12,72,13,128,-1,256,12,0,1067866.0,1409654.649573877,3176350.0,1239.0,12247482.444444446,6361897.031662826,21009992.0,6000661.0,NORMAL
192.168.1.20-192.168.1.26-49728-2404-6,192.168.1.20,49728,192.168.1.26,2404,6,28/04/2020 09:25:05 PM,116677097,12,14,72.0,154.0,6.0,6.0,6.0,0.0,16.0,6.0,11.0,5.1887452166277095,1.9369696865186832,0.22283722057294586,4667083.880000001,6412703.080596695,20950492.0,348.0,113996054.0,10363277.636363637,6629541.621364621,21165585.0,2821561.0,116677097.0,8975161.307692308,7344321.444038556,20951201.0,205011.0,0,1,0,0,240,280,0.10284794795674423,0.1199892726162016,6.0,16.0,8.962962962962962,4.653216269680751,21.652421652421648,0,0,0,1,1,0,0,0,1.0,9.307692307692307,6.0,11.0,0,0,0,0,0,0,12,72,14,154,-1,256,12,0,2987819.75,4151283.0596500696,10678659.0,348.0,11596763.374999998,7268254.040004084,20950492.0,5804807.0,NORMAL
192.168.1.20-192.168.1.22-49733-2404-6,192.168.1.20,49733,192.168.1.22,2404,6,28/04/2020 09:25:22 PM,99993991,9,12,54.0,112.0,6.0,6.0,6.0,0.0,16.0,6.0,9.333333333333334,4.923659639173309,1.6600997553943018,0.21001261965831527,4999699.549999999,7095548.81346627,20908387.0,421.0,79081208.0,9885150.999999998,7158938.325736893,20992886.0,2092803.0,99993991.0,9090362.81818182,8086965.594316621,20908387.0,5036.0,0,1,0,0,180,240,0.09000540842499226,0.12000721123332303,6.0,16.0,7.81818181818182,3.9477101697586137,15.58441558441558,0,0,0,1,1,0,0,0,1.0,8.19047619047619,6.0,9.333333333333334,0,0,0,0,0,0,9,54,12,112,-1,256,9,0,1807524.2857142857,2446253.062538551,6086343.0,1257.0,12476799.285714285,7456596.046097168,20908387.0,5994295.0,NORMAL
192.168.1.13-192.168.1.20-2404-49729-6,192.168.1.20,49729,192.168.1.13,2404,6,28/04/2020 09:25:12 PM,115051279,11,13,66.0,148.0,6.0,6.0,6.0,0.0,16.0,6.0,11.384615384615385,5.1887452166277095,1.8600401652205885,0.20860263535184168,5002229.521739131,6887565.663318624,20467697.0,812.0,112997806.0,11299780.6,7391204.400606368,20979772.0,2957000.0,115051279.0,9587606.583333332,7758568.92009842,20468967.0,203834.0,0,1,0,0,220,260,0.09560954120292743,0.11299309414891424,6.0,16.0,9.2,4.7609522856952315,22.66666666666666,0,0,0,1,1,0,0,0,1.0,9.583333333333334,6.0,11.384615384615385,0,0,0,0,0,0,11,66,13,148,-1,256,11,0,3067619.285714285,4243478.513812763,9046403.0,812.0,13367581.714285715,7134488.396022118,20467697.0,5998194.0,NORMAL
192.168.1.20-192.168.1.21-49723-2404-6,192.168.1.20,49723,192.168.1.21,2404,6,28/04/2020 09:27:04 PM,106895388,14,17,94.0,198.0,16.0,6.0,6.7142857142857135,2.672612419124244,32.0,6.0,11.647058823529413,7.219255298077742,2.7316426411212427,0.2900031571053374,3563179.5999999987,5373392.825732628,21000073.0,421.0,106894035.0,8222618.076923078,5939424.409438461,21000510.0,997669.0,106895388.0,6680961.750000003,6789559.833660898,21000839.0,49023.0,0,1,0,0,280,340,0.1309691677249911,0.15903398938034632,6.0,32.0,9.312500000000002,6.0238102827513265,36.28629032258064,0,0,0,1,1,0,0,0,1.0,9.612903225806454,6.7142857142857135,11.647058823529413,0,0,0,0,0,0,14,94,17,198,-1,255,14,0,2077364.666666667,2205845.352889171,5998231.0,421.0,9799797.111111112,6157451.381352383,21000073.0,5376092.0,NORMAL
192.168.1.20-192.168.1.24-49724-2404-6,192.168.1.20,49724,192.168.1.24,2404,6,28/04/2020 09:27:05 PM,106059498,14,16,94.0,198.0,16.0,6.0,6.7142857142857135,2.672612419124244,32.0,6.0,12.374999999999998,8.950791398902483,2.753171620706709,0.2828600980178126,3657224.0689655175,5295082.812268283,20934467.0,399.0,106058593.0,8158353.307692307,6035974.859258036,20995684.0,2066263.0,106059498.0,7070633.199999997,6483089.540399117,20934467.0,210173.0,0,1,0,0,280,320,0.13200137907497922,0.15085871894283334,6.0,32.0,9.612903225806454,7.181816944454648,51.57849462365592,0,0,0,1,1,0,0,0,1.0,9.933333333333334,6.7142857142857135,12.375,0,0,0,0,0,0,14,94,16,198,-1,255,14,0,2211480.111111111,2652859.055836996,7999349.0,399.0,9572852.333333334,6044672.066138575,20934467.0,5996362.0,NORMAL
192.168.1.20-192.168.1.25-49725-2404-6,192.168.1.20,49725,192.168.1.25,2404,6,28/04/2020 09:27:16 PM,119128774,13,15,88.0,176.0,16.0,6.0,6.769230769230768,2.773500981126145,32.0,6.0,11.733333333333333,7.478222350519509,2.2160892883863643,0.23503977301067494,4412176.814814815,5696141.325458686,20871391.0,339.0,119127410.0,9927284.166666666,6215751.374987462,20878357.0,2124989.0,119128774.0,8509198.142857142,6361631.775952841,20871391.0,206983.0,0,1,0,0,260,300,0.10912560889781338,0.1259141641128616,6.0,32.0,9.310344827586208,6.1476095718804284,37.793103448275865,0,0,0,1,1,0,0,0,1.0,9.642857142857142,6.769230769230768,11.733333333333333,0,0,0,0,0,0,13,88,15,176,-1,255,13,0,1597384.2,1554369.0099228763,3304385.0,339.0,10315393.7,5425050.760438532,20871391.0,5998126.0,NORMAL
192.168.1.20-192.168.1.26-49728-2404-6,192.168.1.20,49728,192.168.1.26,2404,6,28/04/2020 09:27:22 PM,119564008,12,16,82.0,192.0,16.0,6.0,6.833333333333332,2.8867513459481287,32.0,6.0,12.0,7.302967433402215,2.291659543564314,0.23418418693357956,4428296.592592593,6274575.761187132,20998908.0,355.0,112003827.0,10182166.090909092,7414580.516431237,20999437.0,1998549.0,119564008.0,7970933.866666667,7343180.5804641815,20999301.0,207979.0,0,1,0,0,240,320,0.10036465154296266,0.1338195353906169,6.0,32.0,9.655172413793103,6.2351300941231695,38.876847290640406,0,0,0,1,1,0,0,0,1.0,10.0,6.833333333333332,12.0,0,0,0,0,0,0,12,82,16,192,-1,255,12,0,1676027.6666666663,2032528.8507348425,5005343.0,355.0,11585384.0,6166960.613063314,20998908.0,5989456.0,NORMAL
192.168.1.13-192.168.1.20-2404-49729-6,192.168.1.20,49729,192.168.1.13,2404,6,28/04/2020 09:27:27 PM,113995657,12,14,82.0,160.0,16.0,6.0,6.833333333333332,2.8867513459481287,32.0,6.0,11.428571428571427,7.6632417895610425,2.12288789212382,0.22807886444305506,4559826.279999998,7023465.450247486,20492392.0,380.0,113994473.0,10363133.909090908,7945856.019426384,20995864.0,2967425.0,113995277.0,8768867.461538462,8279590.727313252,20493576.0,209637.0,0,1,0,0,240,280,0.10526716820448696,0.12281169623856812,6.0,32.0,9.185185185185183,6.2081648287807685,38.54131054131055,0,0,0,1,1,0,0,0,1.0,9.538461538461537,6.833333333333332,11.428571428571427,0,0,0,0,0,0,12,82,14,160,-1,255,12,0,2393746.4285714286,3102094.1987322513,6999969.0,495.0,13891293.142857146,7121544.550879521,20492392.0,5998117.0,NORMAL
192.168.1.19-192.168.1.20-2404-49732-6,192.168.1.20,49732,192.168.1.19,2404,6,28/04/2020 09:27:17 PM,111929214,11,15,82.0,166.0,22.0,6.0,7.454545454545454,4.824181513244218,32.0,6.0,11.066666666666665,7.5163314253190086,2.2156860674461627,0.2322896683612913,4477168.559999999,6723935.348935306,20963904.0,1186.0,105008313.0,10500831.3,7800680.482137711,20996943.0,2996031.0,111929214.0,7994943.857142855,7830384.197163595,20963904.0,208026.0,0,1,0,0,220,300,0.098276398152854,0.13401327020843726,6.0,32.0,9.407407407407408,6.558958989042623,43.01994301994303,0,0,0,1,1,0,0,0,1.0,9.76923076923077,7.454545454545454,11.066666666666665,0,0,0,0,0,0,11,82,15,166,-1,255,11,0,1919963.8571428573,2643582.302958584,6700491.0,1334.0,12195849.25,7163222.616459314,20963904.0,5998228.0,NORMAL
192.168.1.20-192.168.1.22-49733-2404-6,192.168.1.20,49733,192.168.1.22,2404,6,28/04/2020 09:27:23 PM,112101104,13,15,88.0,176.0,16.0,6.0,6.769230769230768,2.773500981126145,32.0,6.0,11.733333333333333,7.478222350519509,2.355016949699264,0.2497745249681038,4151892.7407407407,5890795.1101439,20898077.0,540.0,112095350.0,9341279.166666666,6662658.297096873,20996788.0,2100704.0,112101104.0,8007221.714285715,6844149.559501832,20898077.0,211942.0,0,1,0,0,260,300,0.11596674373519104,0.13380778123291273,6.0,32.0,9.310344827586208,6.147609571880428,37.793103448275865,0,0,0,1,1,0,0,0,1.0,9.642857142857142,6.769230769230768,11.733333333333333,0,0,0,0,0,0,13,88,15,176,-1,255,13,0,1811385.5714285716,2446713.3471665517,6075461.0,540.0,12201102.285714285,6468711.8961665435,20898077.0,5996518.0,NORMAL
192.168.1.20-192.168.1.21-49723-2404-6,192.168.1.20,49723,192.168.1.21,2404,6,28/04/2020 09:29:05 PM,109345615,11,12,66.0,122.0,6.0,6.0,6.0,0.0,16.0,6.0,10.166666666666666,5.149286505444373,1.7193190600281505,0.21034222542897585,4970255.227272728,6747123.601151997,20547702.0,363.0,105999545.0,10599954.5,7047508.238584632,21000144.0,2892255.0,109345615.0,9940510.454545453,7505362.705545354,20548092.0,209583.0,0,1,0,0,220,240,0.10059845563994496,0.10974376978903087,6.0,16.0,8.5,4.423258684646914,19.565217391304348,0,0,0,1,1,0,0,0,1.0,8.869565217391305,6.0,10.166666666666666,0,0,0,0,0,0,11,66,12,122,-1,255,11,0,1918936.75,2246978.0048346044,5899515.0,363.0,11749203.5,7082098.932269262,20547702.0,5995653.0,NORMAL
192.168.1.20-192.168.1.24-49724-2404-6,192.168.1.20,49724,192.168.1.24,2404,6,28/04/2020 09:29:06 PM,108629403,11,12,66.0,122.0,6.0,6.0,6.0,0.0,16.0,6.0,10.166666666666666,5.149286505444373,1.730654820960399,0.2117290472451552,4937700.136363637,6790118.728684383,20928995.0,415.0,104999354.0,10499935.4,7466645.215512387,21003707.0,2065013.0,108629403.0,9875400.272727277,7561272.318604299,20928995.0,206332.0,0,1,0,0,220,240,0.1012617182476829,0.11046732899747226,6.0,16.0,8.5,4.423258684646914,19.565217391304348,0,0,0,1,1,0,0,0,1.0,8.869565217391305,6.0,10.166666666666666,0,0,0,0,0,0,11,66,12,122,-1,255,11,0,1869547.0,2103161.447350155,5066441.0,415.0,11709073.249999998,7255050.422050553,20928995.0,5999854.0,NORMAL
192.168.1.20-192.168.1.26-49728-2404-6,192.168.1.20,49728,192.168.1.26,2404,6,28/04/2020 09:29:23 PM,113043775,11,12,66.0,122.0,6.0,6.0,6.0,0.0,16.0,6.0,10.166666666666668,5.149286505444373,1.6630725575114598,0.203461004376402,5138353.409090908,7689296.484385152,21003257.0,286.0,112004739.0,11200473.9,8393945.63349208,21004817.0,1990274.0,110767559.0,10069778.09090909,8860290.135519743,21003257.0,211071.0,0,1,0,0,220,240,0.0973074368756705,0.10615356750073147,6.0,16.0,8.500000000000002,4.423258684646914,19.565217391304348,0,0,0,1,1,0,0,0,1.0,8.869565217391305,6.0,10.166666666666666,0,0,0,0,0,0,11,66,12,122,-1,255,11,0,1225793.4285714286,1783492.231255191,3996841.0,286.0,14494812.142857146,7372101.952772774,21003257.0,5999789.0,NORMAL
192.168.1.19-192.168.1.20-2404-49732-6,192.168.1.20,49732,192.168.1.19,2404,6,28/04/2020 09:29:29 PM,119069615,11,12,66.0,122.0,6.0,6.0,6.0,0.0,16.0,6.0,10.166666666666666,5.149286505444373,1.57890827143432,0.19316430980313493,5412255.227272728,7307293.415164633,20910777.0,928.0,119068687.0,11906868.7,7866956.619429072,20996777.0,2069065.0,116999457.0,10636314.272727273,7911718.9438805925,20910777.0,206141.0,0,1,0,0,220,240,0.09238293077541236,0.10078137902772256,6.0,16.0,8.083333333333337,4.1485111699905355,17.210144927536234,0,0,0,1,1,0,0,0,1.0,8.434782608695652,6.0,10.166666666666666,0,0,0,0,0,0,11,66,12,122,-1,255,11,0,1181270.5,1628320.263792547,3216605.0,928.0,13301340.5,6756260.0368402675,20910777.0,5993496.0,NORMAL
192.168.1.13-192.168.1.20-2404-49729-6,192.168.1.20,49729,192.168.1.13,2404,6,28/04/2020 09:29:28 PM,118986925,11,13,66.0,148.0,6.0,6.0,6.0,0.0,16.0,6.0,11.384615384615385,5.1887452166277095,1.7985169378904446,0.20170283415593773,5173344.565217392,6372543.645430083,20035364.0,891.0,114997833.0,11499783.3,7083402.102598691,20987919.0,2973922.0,116394972.0,9699581.000000002,7016525.728894493,20035364.0,206478.0,0,1,0,0,220,260,0.09244713232147146,0.10925570183446627,6.0,16.0,9.2,4.760952285695233,22.66666666666667,0,0,0,1,1,0,0,0,1.0,9.583333333333334,6.0,11.384615384615385,0,0,0,0,0,0,11,66,13,148,-1,255,11,0,1644846.7777777775,1979272.0476476809,3990850.0,891.0,11264985.888888888,6240447.337813863,20035364.0,5996119.0,NORMAL
192.168.1.20-192.168.1.25-49725-2404-6,192.168.1.20,49725,192.168.1.25,2404,6,28/04/2020 09:29:21 PM,113921155,11,13,66.0,138.0,6.0,6.0,6.0,0.0,16.0,6.0,10.615384615384617,5.1887452166277095,1.7907121815961224,0.2106720213642497,4953093.695652175,6825942.271820835,20877749.0,309.0,111002489.0,11100248.9,7187142.499863218,21003733.0,2123838.0,113921155.0,9493429.583333332,7639415.258964316,20877749.0,202161.0,0,1,0,0,220,260,0.09655800979194776,0.11411401157230193,6.0,16.0,8.799999999999997,4.58257569495584,21.0,0,0,0,1,1,0,0,0,1.0,9.166666666666666,6.0,10.615384615384617,0,0,0,0,0,0,11,66,13,138,-1,255,11,0,1936222.875,2528358.8826056113,7121738.0,309.0,12303832.375,6924516.385391689,20877749.0,5999211.0,NORMAL
192.168.1.20-192.168.1.22-49733-2404-6,192.168.1.20,49733,192.168.1.22,2404,6,28/04/2020 09:29:36 PM,119926538,11,15,66.0,160.0,6.0,6.0,6.0,0.0,16.0,6.0,10.666666666666668,5.1639777949432215,1.884486984857347,0.21679938763845585,4797061.52,7268506.8294474175,20880253.0,981.0,118108221.0,11810822.1,8406844.20626955,20999124.0,101515.0,119926538.0,8566181.285714287,8213246.467972197,20880253.0,218159.0,0,1,0,0,220,300,0.091722817847039,0.12507656979141682,6.0,16.0,8.592592592592595,4.465760847047224,19.94301994301994,0,0,0,1,1,0,0,0,1.0,8.923076923076922,6.0,10.666666666666666,0,0,0,0,0,0,11,66,15,160,-1,255,11,0,1074791.25,1486329.466859672,3179047.0,1180.0,13688945.875,6827826.70735993,20880253.0,6008709.0,NORMAL
192.168.1.20-192.168.1.21-49723-2404-6,192.168.1.20,49723,192.168.1.21,2404,6,28/04/2020 09:31:14 PM,117899434,12,14,72.0,144.0,6.0,6.0,6.0,0.0,16.0,6.0,10.285714285714286,5.135525910130955,1.8320698638807715,0.2205269280597225,4715977.3599999985,6528227.079931221,21000384.0,347.0,117898077.0,10718007.0,6468145.0545777185,21000829.0,3900082.0,117899434.0,9069187.230769232,7442679.076486672,21000731.0,46899.0,0,1,0,0,240,280,0.1017816591044873,0.11874526895523517,6.0,16.0,8.222222222222225,4.236592728681617,17.94871794871795,0,0,0,1,1,0,0,0,1.0,8.538461538461537,6.0,10.285714285714286,0,0,0,0,0,0,12,72,14,144,-1,255,12,0,1789210.5555555553,2446988.766239953,6878573.0,347.0,11310614.333333336,6863171.9187650215,21000384.0,6002004.0,NORMAL
