flow id,protocol,src ip,dst ip,src port,dst port,flow idle time max,flow idle time min,flow idle time mean,flow idle time std,flow idle time variance,flow active time max,flow active time min,flow active time mean,flow active time std,flow active time variance,flow IAT max,fw IAT max,bw IAT max,flow IAT min,fw IAT min,bw IAT min,flow IAT mean,fw IAT mean,bw IAT std,flow IAT std,fw IAT std,bw IAT std.1,flow IAT tot,fw iAT tot,bw IAT tot,flow iec104 packts/s,fw iec104 packts/s,bw iec104 packts/s,flow iec104 bytes/s,fw iec104 bytes/s,bw iec104 bytes/s,flow packet APDU length max,flow packet APDU length min,flow packet APDU length mean,flow packet APDU length std,flow packet APDU length var,fw packet APDU length max,fw packet APDU length min,fw packet APDU length mean,fw packet APDU length std,fw packet APDU length var,bw packet APDU length max,bw packet APDU length min,bw packet APDU length mean,bw packet APDU length std,bw packet APDU length var,total flow packets,total fw packets,total bw packets,flow packets APDU total length,fw packets APDU total length,bw packets APDU total length,flow duration,flow down/up ratio,flow total IEC104_I_Message_SeqIOA packets,fw total IEC104_I_Message_SeqIOA packets,bw total IEC104_I_Message_SeqIOA packets,flow total IEC104_I_Message_SingleIOA packets,fw total IEC104_I_Message_SingleIOA packets,bw total IEC104_I_Message_SingleIOA packets,flow total IEC104_S_Message packets,fw total IEC104_S_Message packets,bw total IEC104_S_Message packets,flow total IEC104_U_Message packets,fw total IEC104_U_Message packets,bw total IEC104_U_Message packets,fw URG flag amount,fw PSH flag amount,bw URG flag amount,bw PSH flag amount,flow SYN flag count,flow RST flag count,flow PSH flag count,flow ACK flag count,flow URG flag count,flow CWE flag count,flow ECE flag count,fw_subflow_packets,bw_subflow_packets,fw_subflow_bytes,bw_subflow_bytes,flow start timestamp,fw avg bytes/bulk,bw avg bytes/bulk,fw avg bulk rate,bw avg bulk rate,fw avg packets/bulk,bw avg packets/bulk,init fw window bytes,init bw window bytes,fw TCP total header length,bw TCP total header length,cot=1,cot=2,cot=3,cot=4,cot=5,cot=6,cot=7,cot=8,cot=9,cot=10,cot=11,cot=12,cot=13,cot=20,type_id_process_information_in_monitor_direction,type_id_process_information_in_control_direction,type_id_system_information_in_monitor_direction,type_id_system_information_in_control_direction,type_id_parameter_in_control_direction,type_id_file_transfer,Label
192.168.1.19_192.168.1.20_2404_49732_IEC60870-5-104,IEC-60870-5-104,192.168.1.19,192.168.1.20,2404,49732,21.009991884231567,6.000661134719849,12.247482458750405,6.3618969929647236,40.47373334909357,3.176350157318115,0.0,0.96107939168396,1.371265187511742,1.8803682144816147,21.009991884231567,21.009991884231567,7.0045621395111075,0.0004620552062988281,0.003693103790283203,0.0004620552062988281,4.993255664904912,7.2147864898045855,2.7717248400052394,6.896804377555853,8.951413919535726,2.9258291850555134,119.83813595771791,86.57743787765503,33.26069808006286,0.20861472676900927,0.1084796579198848,0.10013506884912447,1.2516883606140563,0.8511480852175576,0.4005402753964979,14,4,6.0,4.08248290463863,16.666666666666668,14,4,7.846153846153847,5.063696835418333,25.64102564102564,4,4,4.0,0.0,0.0,25,13,12,150,102,48,119.83813600888061,0.9230769230769232,0,0,0,5,5,0,4,0,4,16,8,8,0,13,0,12,0,0,25,25,0,0,0,10,11,80,44,04/28/2020 21:25:14,0.0,0.0,0.0,0.0,0.0,0.0,256,16360,260,240,0,0,3,0,0,0,1,0,0,1,0,0,0,0,3,2,0,0,0,0,NORMAL
192.168.1.26_192.168.1.20_2404_49728_IEC60870-5-104,IEC-60870-5-104,192.168.1.26,192.168.1.20,2404,49728,20.9504919052124,5.80480694770813,11.596763372421265,7.268254045173752,52.82751686518462,10.678659131164551,0.00034789732360839844,2.655887789026896,4.00881742264413,16.070617128095126,20.9504919052124,20.9504919052124,7.997604846954347,0.0003478527069091797,0.0003478527069091797,0.0003719329833984375,4.667083873748778,5.9489142161149235,3.2784343361854558,6.412703089068626,8.480896663574859,2.6856290169301698,116.67709684371948,77.33588480949402,39.34121203422546,0.22283722079783613,0.1199892727372964,0.10284794806053979,1.4912952468778264,1.0799034546356672,0.41139179224215905,14,4,6.6923076923076925,4.523443208612048,20.46153846153846,14,4,9.0,5.1887452166277095,26.923076923076927,4,4,4.0,0.0,0.0,26,14,12,174,126,48,116.67709688224791,0.8571428571428571,0,0,0,7,7,0,5,0,5,14,7,7,0,14,0,12,0,0,26,26,0,0,0,6,9,34,36,04/28/2020 21:25:05,0.0,0.0,0.0,0.0,0.0,0.0,256,16356,280,240,0,0,3,0,0,0,2,0,0,2,0,0,0,0,3,4,0,0,0,0,NORMAL
192.168.1.20_192.168.1.22_49733_2404_IEC60870-5-104,IEC-60870-5-104,192.168.1.20,192.168.1.22,49733,2404,20.908386945724487,5.994294881820679,12.476799249649048,7.45659603403605,55.60082441480214,6.086343010559081,0.0012569897003173829,1.5820495099830627,2.352867585227632,5.535985873614905,20.908386945724487,6.992720127105713,20.908386945724487,0.0004210472106933594,0.0004210472106933594,0.0037260055541992188,4.9996995568275455,3.0439781083001027,6.599835287440907,7.095548776674503,2.788578091522575,9.120261503063944,99.9939911365509,27.395802974700928,72.59818816184999,0.21001261950830177,0.10000600928966752,0.11000661021863425,1.2400745151918775,0.4000240371586701,0.8400504780332071,14,4,5.904761904761906,4.0237390808147815,16.19047619047619,4,4,4.0,0.0,0.0,14,4,7.636363636363638,5.04524979109513,25.454545454545453,21,10,11,124,40,84,99.99399107142641,1.1,0,0,0,4,0,4,3,3,0,14,7,7,0,10,0,11,0,0,21,21,0,0,0,7,8,28,52,04/28/2020 21:25:22,0.0,0.0,0.0,0.0,0.0,0.0,16385,256,200,220,0,0,2,0,0,0,1,0,0,1,0,0,0,0,2,2,0,0,0,0,NORMAL
192.168.1.13_192.168.1.20_2404_49729_IEC60870-5-104,IEC-60870-5-104,192.168.1.13,192.168.1.20,2404,49729,20.46769690513611,5.9981939792633066,13.367581674030848,7.13448837389883,50.90092435729758,9.046402963378904,0.0008120003509521484,2.6847759094543453,4.075195483044503,16.60721822502633,20.46769690513611,20.46769690513611,6.006983995437622,0.0008120536804199219,0.004052162170410156,0.0008120536804199219,5.0022295246953545,6.880139827728272,2.9536001032049004,6.887565631204858,9.041923838484829,2.363129293403732,115.05127906799316,82.56167793273927,32.489601135253906,0.208602635177628,0.1129930940545485,0.09560954112307954,1.4428348933119275,1.0603967288196097,0.38243816449231816,14,4,6.916666666666668,4.643056214875365,21.557971014492754,14,4,9.384615384615383,5.1887452166277095,26.923076923076927,4,4,4.0,0.0,0.0,24,13,11,166,122,44,115.0512790960846,0.8461538461538461,0,0,0,7,7,0,5,0,5,12,6,6,0,13,0,11,0,0,24,24,0,0,0,4,7,16,28,04/28/2020 21:25:12,0.0,0.0,0.0,0.0,0.0,0.0,256,16357,260,220,0,0,3,0,0,0,2,0,0,2,0,0,0,0,3,4,0,0,0,0,NORMAL
192.168.1.21_192.168.1.20_2404_49723_IEC60870-5-104,IEC-60870-5-104,192.168.1.21,192.168.1.20,2404,49723,21.0000729560852,5.376092195510863,9.799797137578327,6.157451329481359,37.91420687493175,5.998230968139647,0.000421,1.8697214126205444,2.1808878322905016,4.756271737032764,21.0000729560852,21.0000729560852,8.003865003585815,0.0004208087921142578,0.0006620883941650392,0.0004208087921142578,3.5631795962651567,3.610616236925125,3.5089662926537653,5.373392827314615,6.986657481744447,2.842659526734421,106.89538788795471,57.769859790802,49.12552809715271,0.2900031572096981,0.15903398943757632,0.13096916777212167,2.001957278802432,1.384531202162429,0.6174260766400022,14,4,6.903225806451613,4.614143753790638,21.29032258064516,14,4,8.705882352941176,5.1449575542752655,26.470588235294123,14,4,4.714285714285714,2.672612419124244,7.1428571428571415,31,17,14,214,148,66,106.8953879615326,0.8235294117647058,0,0,0,9,8,1,6,1,5,16,8,8,0,17,0,14,0,0,31,31,0,0,0,6,10,44,40,04/28/2020 21:27:04,0.0,0.0,0.0,0.0,0.0,0.0,256,16306,340,280,0,0,2,0,0,1,3,0,0,2,0,0,0,1,3,4,0,2,0,0,NORMAL
192.168.1.24_192.168.1.20_2404_49724_IEC60870-5-104,IEC-60870-5-104,192.168.1.24,192.168.1.20,2404,49724,20.93446707725525,5.996361970901488,9.572852373123167,6.044672082597437,36.53806058613284,7.999348934066771,0.000399,1.99038270314331,2.59702513184858,6.744539535453132,20.93446707725525,20.93446707725525,7.001251935958862,0.0003991127014160156,0.0004589557647705078,0.0003991127014160156,3.657224071436915,3.6296371936798097,3.6867814404623847,5.295082840642096,7.002855027192568,2.7523125686596144,106.05949807167052,54.444557905197144,51.61494016647339,0.28286009809912144,0.15085871898619807,0.1320013791129233,1.885733987327476,1.2634417715094095,0.6222922158180672,14,4,6.666666666666668,4.497764451088036,20.229885057471265,14,4,8.375,5.123475382979799,26.25,14,4,4.714285714285714,2.672612419124244,7.1428571428571415,30,16,14,200,134,66,106.05949796951295,0.875,0,0,0,8,7,1,6,1,5,16,8,8,0,16,0,14,0,0,30,30,0,0,0,6,11,44,44,04/28/2020 21:27:05,0.0,0.0,0.0,0.0,0.0,0.0,256,16306,320,280,0,0,2,0,0,1,3,0,0,1,0,0,0,1,3,3,0,2,0,0,NORMAL
192.168.1.25_192.168.1.20_2404_49725_IEC60870-5-104,IEC-60870-5-104,192.168.1.25,192.168.1.20,2404,49725,20.87139105796814,5.998126029968263,10.315393662452696,5.4250507612600805,29.431175762248568,3.304385015899658,0.0003389310760498047,1.4522579409332277,1.55117212529508,2.406134962292455,20.87139105796814,20.87139105796814,10.997714042663574,0.0003390312194824219,0.0006470680236816406,0.0003390312194824219,4.412176812136615,4.973120978900363,3.8080830940833463,5.696141306047404,7.374386862346993,3.2594326272637977,119.1287739276886,69.6236937046051,49.505080223083496,0.2350397729961943,0.1259141641051041,0.10912560889109017,1.6117013005453311,1.091256088910902,0.5204452116344301,14,4,6.857142857142858,4.600437062282363,21.164021164021165,14,4,8.666666666666666,5.1639777949432215,26.666666666666664,14,4,4.769230769230768,2.773500981126145,7.692307692307692,28,15,13,192,130,62,119.12877400733952,0.8666666666666667,0,0,0,8,7,1,6,1,5,14,7,7,0,15,0,13,0,0,28,28,0,0,0,5,9,30,36,04/28/2020 21:27:16,0.0,0.0,0.0,0.0,0.0,0.0,256,16310,300,260,0,0,3,0,0,1,2,0,0,1,0,0,0,1,4,2,0,2,0,0,NORMAL
192.168.1.26_192.168.1.20_2404_49728_IEC60870-5-104,IEC-60870-5-104,192.168.1.26,192.168.1.20,2404,49728,20.998908042907715,5.9894559383392325,11.585384024514092,6.166960647679192,38.03140363002375,5.005342852035523,0.0003550018615722656,1.5295551775604248,1.9714705297993893,3.886696049867483,20.998908042907715,20.998908042907715,7.009711027145387,0.00035500526428222656,0.00035500526428222656,0.00036978721618652333,4.428296592500474,5.304450623194376,3.3331040541330967,6.27457579017967,8.10888258069925,2.6485692959993683,119.56400799751282,79.56675934791566,39.997248649597175,0.23418418670811464,0.1338195352617798,0.10036465144633484,1.6894716326799704,1.2043758173560186,0.4850958153239519,14,4,7.2142857142857135,4.7559486560567095,22.619047619047613,14,4,9.0,5.1639777949432215,26.66666666666667,14,4,4.833333333333333,2.8867513459481287,8.333333333333336,28,16,12,202,144,58,119.5640081151123,0.75,0,0,0,9,8,1,5,1,4,14,7,7,0,16,0,12,0,0,28,28,0,0,0,6,8,44,32,04/28/2020 21:27:22,0.0,0.0,0.0,0.0,0.0,0.0,256,16314,320,240,0,0,2,0,0,1,3,0,0,2,0,0,0,1,3,4,0,2,0,0,NORMAL
192.168.1.13_192.168.1.20_2404_49729_IEC60870-5-104,IEC-60870-5-104,192.168.1.13,192.168.1.20,2404,49729,20.492392063140873,5.998116970062256,13.891293151038035,7.121544552031102,50.716396806563864,6.999969294647216,0.0003798885040283203,2.0945756377735134,2.994044353013996,8.964301587815003,20.492392063140873,20.492392063140873,7.006792068481445,0.00037980079650878906,0.0038421154022216797,0.00037980079650878906,4.559826278686524,6.148365479249221,2.8389088114102683,7.023465455726933,9.323924929160789,2.564213041229067,113.99565696716309,79.92875123023988,34.06690573692322,0.2280788646185375,0.12281169633305862,0.1052671682854788,1.526373940139443,1.0175826267596286,0.5087913133798142,14,4,6.6923076923076925,4.523443208612048,20.46153846153846,14,4,8.285714285714286,5.135525910130955,26.37362637362637,14,4,4.833333333333333,2.8867513459481287,8.333333333333336,26,14,12,174,116,58,113.99565691229247,0.8571428571428571,0,0,0,7,6,1,5,1,4,14,7,7,0,14,0,12,0,0,26,26,0,0,0,4,7,16,28,04/28/2020 21:27:27,0.0,0.0,0.0,0.0,0.0,0.0,256,16316,280,240,0,0,2,0,0,1,2,0,0,1,0,0,0,1,3,2,0,2,0,0,NORMAL
192.168.1.20_192.168.1.19_49732_2404_IEC60870-5-104,IEC-60870-5-104,192.168.1.20,192.168.1.19,49732,2404,20.96390414237976,5.998228073120117,12.195849269628525,7.163222568583264,51.31175756706063,6.700490996322632,0.0,1.5958244619547521,2.3892053451009456,5.708302181058929,20.96390414237976,7.00658106803894,20.96390414237976,0.001185894012451172,0.001185894012451172,0.0033559799194335933,4.477168560028076,3.4250483079390093,5.303834472383771,6.723935346056617,2.7631498144645237,8.713286005761137,111.9292140007019,37.6755313873291,74.25368261337279,0.2322896684631956,0.10721061621378253,0.12507905224941301,1.5545539350998467,0.5181846450332824,1.0363692900665649,14,4,6.6923076923076925,4.523443208612048,20.46153846153846,14,4,4.833333333333333,2.8867513459481287,8.333333333333336,14,4,8.285714285714286,5.135525910130955,26.37362637362637,26,12,14,174,58,116,111.92921395089719,1.1666666666666667,0,0,0,7,1,6,5,4,1,14,7,7,0,12,0,14,0,0,26,26,0,0,0,9,6,36,34,04/28/2020 21:27:17,0.0,0.0,0.0,0.0,0.0,0.0,16354,255,240,280,0,0,2,0,0,1,2,0,0,1,0,0,0,1,3,2,0,2,0,0,NORMAL
